Timestamp	Title	Key text or quote	Original link URL
	WilGafney	Uncle Sam’s army took him, not a surprise. He was then able to use his military ID and get everything else. When his brother retired from IBM for a hot second they wouldn’t process his retirement funds because he didn’t have a birth certificate either. He got his money 💵.	https://twitter.com/i/web/status/990763728542068736
	QasimRashid	A US border patrol agent detained 2 US Citizens for the apparent crime of speaking Spanish. He admits on camera.  This is what institutionalized white supremacy looks like. Its why I wasn’t surprised the racist lawyer abused two women for speaking Spanish https://t.co/W3d5fcCrNi	https://twitter.com/i/web/status/998378362983809026
	nowthisnews	‘Justice in America has become a diluted soup and it needs to gain its strength again.’ — 65-year-old Rose ‘Mama’ Campbell is speaking out after being violently arrested at a traffic stop https://t.co/p1IxcYkVH1	https://twitter.com/i/web/status/996050755491581953
	QasimRashid	White adult Brock Turner (19) rapes unconscious woman behind a dumpster •Judge:“A long prison term will adversely affect him”—3 mo jail  Black child Dayonn Davis (15) steals shoes, has no prior record •Judge:“Those must be some nice shoes”—5 yrs prison  This is #TheNewJimCrow https://t.co/xdgH8V0K5p	https://twitter.com/i/web/status/1003794561926344704
			
	IBJIYONGI	I did this ride today, and I have a lot of feelings. 1st, I know that in STEM we don't talk about colorism enough. I bring it up and people get quiet and look uncomfortable. Do better.   2nd, I realized that Black people never tell me they thought I would be intimidating but https://t.co/c1uP30AARO	https://twitter.com/i/web/status/1287055474488233986
	Imani_Barbarin	To any parent or person that thinks this is alright: you’re ableism speaks volumes and I not so kindly ask you never procreate or have another child.	https://twitter.com/i/web/status/1287060640486612992
	HuffPost	As the COVID-19 pandemic continues to spread across the U.S., here’s how the disability community has been hit especially hard. https://t.co/35OQDZMHyv	https://twitter.com/i/web/status/1286763333253652480
			
			
	KimCrayton1	If folx still expect this particular Black woman to work for free...just imagine how the rest of us are being treated when it comes to compensation  Don't ask me to do anything if you're not willing to pay for my service https://t.co/21cULkU7g2	https://twitter.com/i/web/status/1287098957626331138
			
	nytimes	In 1977, more than 100 protesters with disabilities occupied a federal building in San Francisco for about a month in what is known as the 504 Sit-in. The regulations in Section 504 are considered a precursor to the Americans With Disabilities Act. https://t.co/Au3YNFkysu	https://twitter.com/i/web/status/1287105351087726594
	KGuilaine	Listen I was not gonna say anything but I will. Wiley’s anti-Semitic tirades are disgraceful. I worry he does not appear to have friends. There is however another debate to be had about false equivalencies &amp; some of y’all being determined to not understand how power works.	https://twitter.com/i/web/status/1287104077541801997
			
			
	Asher_Wolf	Why is the government leaving the problem of solving poisoned water to a teenager? Why elect government if they're unwilling to ensure clean drinking water? A government that fails to care for its people has no leadership mandate https://t.co/XeiKANWMkD	https://twitter.com/i/web/status/1033929219175112704
			
			
			
	jbouie	one of my favorite observations from ta-nehisi is this, written in the context of obama but very applicable in the present moment  “Racism is not merely a simplistic hatred. It is, more often, broad sympathy toward some and broader skepticism toward others.”	https://twitter.com/i/web/status/1087847359239864320
	NatePyle79	To understand racism you need to understand power dynamics.  To understand sexism you need to understand power dynamics.  To understand poverty you need to understand power dynamics.  To understand power dynamics you need to listen and believe the stories of the powerless.	https://twitter.com/i/web/status/920412340922798080
	JamesRadio	Tom Brady walks off field without shaking hands: “fierce competitor, hates losing”  Cam Newton walks off field without shaking hands: “classless thug, doesn’t get it”	https://twitter.com/i/web/status/960495957703118848
			
	Drawn2Intellect	Use caution when describing barriers.  Being Black is not a barrier for me. White supremacy is the barrier.  Being female is not a barrier for me. Patriarchy is the barrier.  Name the systems of power.  These are the barriers.	https://twitter.com/i/web/status/1286430184741261317
	KGuilaine	The ‘diversity’ industry is massive. Probably billions are spent every year, on telling WP it’s not their fault they’re racist, racism exist despite them, asking ppl to check their privileges and tackle their unconscious biases. We have other aspirations. I think it’s fair to say	https://twitter.com/i/web/status/1286980839142719488
			
	LincolnTapper	There is no greater arrogance than to stand by an opinion that is factually incorrect.   White privilege is not some fanciful idea created by scholars to cause division it has 400 years of factual  evidence.	https://twitter.com/i/web/status/1286936676904755200
	LecturerMish	@PenelopeFirshma @lishunter @WGinPolitics That is #intersectionality which is still about systems of disadvantage or discrimination #race #inequality	https://twitter.com/i/web/status/1286942685052522499
	LecturerMish	@PenelopeFirshma @lishunter @WGinPolitics 1/2 The message is that this #Black #women MP #DianeAbbott has in this context a large portion of abuse Your focus should be on the question Why? What you have written is similar to if I say #BlackLivesMatter you respond with #microaggression #AllLivesMatter https://t.co/GG0nbNxo1J	https://twitter.com/i/web/status/1286938067375460352
			
	KGuilaine	‘It is not our anger which makes me caution you to lock your doors at night and not to wander the streets of Hartford alone. It is the hatred which lurks in those streets, that urge to destroy us all if we truly work for change rather than merely indulge in academic rhetoric’	https://twitter.com/i/web/status/1286962493991067650
	IndigenousX	The Black Lives Matter movement has gained momentum in Australia, bringing to the forefront the fact that, in the almost 30 years since the Royal Commission into Aboriginal Deaths in Custody, 439 Aboriginal and Torres Strait Islander people have died in custody.	https://twitter.com/i/web/status/1286872214181093376
	Amy_Siskind	Hearing from a friend in Portland that there are 10-15k marching tonight.  The “Walls of Moms” (wearing yellow) &amp; Dads (orange), joined by “Wall of Vets,” “Teachers Against Tyrants” (green), Healthcare Workers (in scrubs) &amp; Lawyers for BLM (purple) https://t.co/EfJGo0YyVG	https://twitter.com/i/web/status/1286887850441674752
	ByMikeBaker	Here is Marine Corps veteran Duston Obermeyer talking about the Wall of Vets.  He mentions Chris David, a Navy veteran that went up to speak with federal officers last week and got brutally hit with a baton.  That backstory/video here: https://t.co/JhGC1R9ncq https://t.co/gTPY1024u4	https://twitter.com/i/web/status/1286887467824476160
	Joshuajered	The 'Wall of Vets PDX' standing at the position of parade rest in front of the federal courthouse. They are a veteran activist group supporting BLM. Seen here holding the US flag upside down. #PortlandProtest https://t.co/U1trDwpQPO	https://twitter.com/i/web/status/1286887995350622208
	ByMikeBaker	Another huge crowd tonight in Portland, including a new "wall" on the front lines: a Wall of Vets.  Here's a look at the line of military veterans getting set up here in front of the federal courthouse. Behind them, the Wall of Moms and the Wall of Dads are arriving. https://t.co/gGnXHjI3k2	https://twitter.com/i/web/status/1286884473934503936
	bethnakamura	This is a very energized crowd, possibly the biggest I've seen since early days BLM marches. It's wrapping around the federal courthouse, sounds of tom tom drums, say their names https://t.co/BelwlrBYHq	https://twitter.com/i/web/status/1286890574503501824
	IndigenousX	A landmark report has just been released that details experiences of young people detained at Adelaide Youth Training Centre. I’d thought I’d share a few important excerpts with you below  https://t.co/mgP4MR76J2	https://twitter.com/i/web/status/1286904933736841216
	JacyntaKrakouer	I need to have a talk about Indigenous research, Indigenous-led research, research about or with Indigenous ppl &amp; where non-Indigenous ppl fit within them. I’m seeing more &amp; more non-Indigenous ppl leading Indigenous projects at my institution #AcademicTwitter #BlackintheIvory	https://twitter.com/i/web/status/1286829998523834368
	KalwantBhopal	In a racist society it is not enough to be non-racist, we must be anti-racist'. Angela Davis. #race #racism #WhitePrivilege  https://t.co/RGB4Xt5WM6	https://twitter.com/i/web/status/1286216733091659778
	KalwantBhopal	‘Specialisation of consciousness’ is a process in which BME students identify racial inequalities in higher education in which they are excluded'.  Routes through higher education: BME students and the development of a ‘specialisation of consciousness’ https://t.co/U1zDLu8Jyd	https://twitter.com/i/web/status/1286224563534204929
			
	malechampions	.@malechampions #Philippines identified their 2020 priorities: 1) Psychosocial &amp; mental health. 2) Normalizing flexible work. 3) Research advocacy. 4) Advancing more women into leadership via mentorship &amp; sponsorship. Find out more: https://t.co/8sybqQAmVL @PBCWE @MBCforum https://t.co/eVIC8QFxXa	https://twitter.com/i/web/status/1286435929968713730
	teelareid	“Racism and anti-blackness have always operated and continue to operate under color of law.”  We need to  confront the fact SYSTEMIC RACISM exists in the courts in order to address it.   Blackfullas aren’t locked up at higher rates because we are more *criminal*.	https://twitter.com/i/web/status/1286533208213880832
			
	DemocracyTalk	1 hour to launch! The Pathways to Politics Program for Women @Pathways_UoM is such an important part of the push for a political system that more fully reflects Australian society.   We @Government_UoM @unimelb are proud to run this flagship program with the #TrawallaFoundation. https://t.co/jT4AeqQW1l	https://twitter.com/i/web/status/1286797831668301824
	MariamVeiszadeh	To the man who made fun of my husband’s surname during their football match this afternoon - resorting to racist taunts when you face fierce competition on the field is just low!!  🙅🏽‍♀️🙅🏽‍♀️🙅🏽‍♀️🙅🏽‍♀️	https://twitter.com/i/web/status/1286921764883197952
	GeorgeNewhouse	If it wasn’t caught on film the police would never have been convicted.  That’s why #copwatch_au is so important. @NJP_Au https://t.co/QCVhpEJTBw	https://twitter.com/i/web/status/1286599076625047553
			
			
	KimCrayton1	Oh shit! Is this the moment? Did it take a global pandemic for racism, as a thing OUTSIDE the imagination of Black and brown folx, to FINALLY take center stage  Don’t get tired or lazy white folx...this is just the beginning...”many hands make light work” https://t.co/tdwNPDM02p	https://twitter.com/i/web/status/1286433770095206400
			
			
	KhuramAhmed14	The amount of businesses I’ve come across who are dissatisfied with their unconscious bias training speaks volumes. Businesses rely on it to tick their #Diversity box but it barely scratches the surface of issues.	https://twitter.com/i/web/status/1286736314860056576
	AccidentallyACT	I love to see others speaking unapologetically about racism in clinical psychology. I feel like I’m still new to this. I still stutter, hesitate, use the wrong words and just wonder if I should just shut up altogether lol. But seeing you all keeps me going ✊🏿	https://twitter.com/i/web/status/1286680348978446337
	BreeNewsome	Whenever there’s a watershed moment, it’s frequently dismissed in favor of a cynical focus on what hasn’t yet happened. This can lead to missed opportunities to celebrate the longtime work of organizers &amp; to encourage people who are new to the cause. It has a deflating effect. 2/	https://twitter.com/i/web/status/1286672074333880320
	BreeNewsome	Not sure how to put this, been trying to figure out exactly how to say it for awhile. But our side isn’t always the best at marking incremental victories, acknowledging when momentum is on our side &amp; strategically building upon that.   All of that is key to advancing a cause. 1/	https://twitter.com/i/web/status/1286672011272638471
			
	IndigenousX	Between 2009 and 2019, the imprisonment rate for Aboriginal and Torres Strait Islander Victorians was consistently higher than the imprisonment rate for the total Victorian population https://t.co/E7fjv36CwV	https://twitter.com/i/web/status/1286922808493142019
	IndigenousX	The landmark report observed that Detention is costly, and does not work: “Australia spent $539 million dollars on youth detention in the 2018/19 financial year at an average rate of $1579 per child per day, according to the Productivity Commission…	https://twitter.com/i/web/status/1286906015456272384
	KalwantBhopal	Tonight's @Channel4News was excellent as always. This story was particularly heartbreaking #WhitePrivilege  Mother accuses police of racial profiling after 12-year-old son arrested by armed officers https://t.co/t2YzBYCa8d via @jackielongc4	https://twitter.com/i/web/status/1286752986488766464
	FosterChangeUK	@M_A_Sharif FFS. DClinPsy have been simultaneously agonising  about “why are we so White?” whilst also demonstrating the exact reason at every opportunity.   Sorry you had to face this shit. Psychology is nothing without human rights and equality.	https://twitter.com/i/web/status/1286371919437148160
			
	evanchill	What happened when Trump sent Homeland Security officers to Portland this month? Our latest video shows how the president’s task force reignited protests and led to chaos in the streets. Thread: https://t.co/Y05ZoVNFqJ	https://twitter.com/i/web/status/1286791242463027200
	GeorgeNewhouse	There is so much privilege in this story. Would an Aboriginal woman be able to say “I feel so good,” “BOOM! No fine, drove straight out, they took no info from meNo License, No questions of theirs were answered. They work for us, not the other way around. https://t.co/2jJwC6WFCm	https://twitter.com/i/web/status/1286787416129302528
	OtherSociology	“Police left my baby at the scene without asking about his safety. The police refused to look for my baby when my dad and I told them he had been abducted. It is clear to me that little Black lives don’t matter in WA.” - Tamica Mullaley pleads for inquest https://t.co/PGzxgQMuWd	https://twitter.com/i/web/status/1286605889403723778
			
			
	slamup	This disgraceful woman isn’t taken into custody, but people in the flats are locked inside their homes with 5 police to a person stopping them from leaving? Right. https://t.co/ADNam6oXW7	https://twitter.com/i/web/status/1286574506937479168
	gregorybradley	@KGuilaine Indeed. And if you mention the Nama and Herero genocides to most white folk here? Crickets. No concept that the two atrocities might be somehow connected with one another.	https://twitter.com/i/web/status/1286617369926864898
	teelareid	It is such a simple *hot take* by the media to quote elites saying that Indigenous incarceration is high because blackfullas commit more serious crimes!  Stop feeding a toxic narrative!   The Indigenous incarceration is high because, SYSTEMIC RACISM!	https://twitter.com/i/web/status/1286454423992983552
			
	IndigenousX	The low age of criminal responsibility in Victoria disproportionately impacts young people who are socially disadvantaged. This is particularly the case for Aboriginal and Torres Strait Islander children, who have experienced trauma and institutional racism.	https://twitter.com/i/web/status/1286577267259215872
	clancynewyork	.@AOC's 10-minute speech should be taught in every introductory Women's Studies and Gender Studies class. I transcribed it to make that easier. + https://t.co/n2wpF0x5D7	https://twitter.com/i/web/status/1286500320525328386
	oz_f	Imagine any non-white person talking to police like this and getting waived through a checkpoint, instead of arrested. https://t.co/jFVNJAREaL	https://twitter.com/i/web/status/1286493407188197376
	ScottHech	This is America. San Jose families who lost loved ones to police. *They made a guide on what to do the first 24 hours after a police killing.* Read that again. A guide to help others whose loved ones are murdered by police. It’s that common. That likely. https://t.co/TnxT1NKRgK	https://twitter.com/i/web/status/1286481897716154368
	samswey	“21% of Republicans say the killings of unarmed Black people by police are a sign of broader problems in how police treat African Americans, while 55% of Republicans said the same in early June.”  Who convinced so many Republicans that police violence wasn’t a systemic problem? https://t.co/8dlRZGFe7D	https://twitter.com/i/web/status/1286508537057878016
	amymcquire	Please do not forget about Baby Charlie. Important article from Lorena Allam but a warning that this is very hard to read. https://t.co/BUDoQPMg02	https://twitter.com/i/web/status/1286524999398903809
	JM_Field5	this week in things that are fucked up, I found out my uni is paying a white man to Indigenise our curricula while the faculty wide Indigenous committee I'm on is expected to work for free 🙃	https://twitter.com/i/web/status/1286487551566442499
	rangihirini	As one of the only Aboriginal reporters in WA, I feel like I have a duty to call out WA media.   First and foremost, I know I am young and new to this industry but I also have witnessed tragic events that this state’s media refuses to cover.	https://twitter.com/i/web/status/1286271410055208961
			
			
			
	IndigenousX	Aboriginal-led @JustReinvest in Bourke is seeing real change for community. Instead of harmful prisons &amp; policing, it's about investing in housing, social supports, education, family violence prevention, culturally safe family &amp; legal supports.  https://t.co/ETdCWKmksr	https://twitter.com/i/web/status/1286216117912969217
	iyad_elbaghdadi	I don't want anyone to face what we faced in my native MENA region. But I see Americans scared about soldiers in unmarked uniforms arresting people without cause and I think... when it was us, you didn't care enough. Maybe if you did, the cancer wouldn't have spread.	https://twitter.com/i/web/status/1286410435378511873
	iyad_elbaghdadi	As MLK said, injustice anywhere is a threat to justice everywhere. The chickens always come home to roost. If you're okay with people living their worst nightmares, sooner or later their nightmare will be yours.	https://twitter.com/i/web/status/1286408330873905160
			
	MarciaJAnderson	A note to organizations considering anti-racism work:  When whiteness is centered, we center what whiteness is willing to change. When Black &amp; Indigenous folks are centered, we center our potential, our rights, &amp; our strengths.   Only one of these approaches will lead to change.	https://twitter.com/i/web/status/1285570981101264897
	Imani_Barbarin	Peoples’ instinct to make racism and bigotry mental illness comes from a desire to lock bigots away and not deal with them just like we, as a society, have a history of doing to the mentally ill.	https://twitter.com/i/web/status/1285368673176301571
	GeorgeNewhouse	For all those who have been asking &amp; patiently waiting, the @MelbLawSchool webinar on whether #BlackLivesMatter in our justice system is now up. #auspol @abcspeakingout @AnitaHeiss @HannahD15 @Roxy_Moore_ @CaruanaSteven @DebKilroy @AmyThunig @Craig_Foster https://t.co/LfmVAMtjqs	https://twitter.com/i/web/status/1285682484991143936
	queerBengali	How many chances was Hillary given? We all learnt about private email servers, as though it was the horror of the century.  White men exist on a different plane than the rest of us.	https://twitter.com/i/web/status/1285634977607155719
	queerBengali	How many do overs was Obama given? he told one lie is his presidency, and i remember it clearly because no one would forgive him for the lie.	https://twitter.com/i/web/status/1285634549259603968
	queerBengali	If you don't believe that white men are given the benefit of the doubt at every single moment in their lives, just look at how people even today after 3.5 years of this presidency, are pretending that Trump is becoming more presidential.  over 140,000 people died on his watch.	https://twitter.com/i/web/status/1285634305453105152
	kerima_cevik	Race shouldn't be a factor': Healthy Black kids nearly 3.5 times more likely to die after surgery than white kids, study finds https://t.co/OyK5ksTkoi	https://twitter.com/i/web/status/1285628665091563522
	CharleeSueFrail	Roy Barker "history still doesnt give Aborigines recognition for their part in developing Australia. In the early part they did all the work... stockmen, fencers, shearers, housekeepers, servants of all sorts, yard &amp; house builders. Anglo-Saxon got the credit for all that" pg139 https://t.co/8jKK9dlazo	https://twitter.com/i/web/status/1285457837984870401
			
	hayden_seek94	I wrote this article so people will stop coming up to me at parties asking me to explain my gender to them.   Read it, share it, enjoy it. Decolonise your attitudes around gender.   The gender binary arrived with colonisation. 🖤💛❤️🌈 https://t.co/nYUN0GYDlB	https://twitter.com/i/web/status/1285059155292651520
	AJ_Whittaker	“It remains vitally important to us to protect our sacred places, songlines and burials of our ancestors, which is a sacred place to us, a place which holds our ancestors’ footprints, their legacy to us.” Aunty Dolly Talbott https://t.co/NZDVe4C8X6	https://twitter.com/i/web/status/1285760832605839360
	BreakfastNews	NSW Premier @GladysB says she cannot allow the planned Black Lives Matter march to go ahead in Sydney next Tuesday.  "It's just not sensible at this time to expose yourself and others to the spread of the virus." https://t.co/R5X9qsn8UV	https://twitter.com/i/web/status/1285709640248901633
	shalailah	I wonder how many people who are railing against cancel culture and the erosion of free speech in this country spoke up when @yassmin_a was hounded out of Australia?	https://twitter.com/i/web/status/1285737355521994753
	qpyoungnews	"Fucking bitch" says Florida's @RepTedYoho while accosting @AOC on the steps of the U.S. Capitol, according to report https://t.co/R86slGWKDs	https://twitter.com/i/web/status/1285569396853952517
	NBCNews	A Michigan judge denies the release of a 15-year-old Black girl who has been jailed since mid-May for not doing her online schoolwork. https://t.co/RlOT0iwLl7	https://twitter.com/i/web/status/1285389052099932165
	haveachattabs	We are not criminals, we are criminalised We are not prisoners, we are imprisoned We are not convicts, we are convicted   When you assign us a sovereign character trait rather than talk about an action, you are subjecting us to language that defines our past &amp; predicts our future	https://twitter.com/i/web/status/1285770548832690176
	DebKilroy	Another cover up.  Police kill and know they’re above the law &amp; this is another horrific death that exposes this reality. Baby Charlie died a horrendous death &amp; no one will be held to account RIP 💔💔 Baby Charlie #DefundThePolice https://t.co/QFcJpPu6ob	https://twitter.com/i/web/status/1285853482126151680
			
	KGuilaine	Chronic and acute stress significantly impairs executive functioning. We know that already. Racism is a chronic &amp; often acute stress. Racial trauma can have a cognitive element which system weaponise to further ‘prove’ employees of colour who they harm are unfit.	https://twitter.com/i/web/status/1285858331161243648
	byteintoit	Please direct message @starlajo if you have any spare working laptops (don’t have to be fancy) you can donate to local Melbourne school students. An educator we know is organising collection. They say many kids are being left behind in lockdown as they can’t access online lessons	https://twitter.com/i/web/status/1283749618933624833
	KGuilaine	If you work with ppl who are experiencing racial discrimination/trauma you can see how their presentation resembles someone experiencing cognitive decline. The bulk of it is short lived but I am convinced when the stressor is particularly acute there may be residual effects.	https://twitter.com/i/web/status/1285862396054183937
	theprojecttv	It’s been two months since Rio Tinto blew up a part of Australia’s history in Western Australia. But now, a thousand kilometres away in East Kimberley, another mining company stands accused of damaging a sacred site, protected by the government. https://t.co/8nlZEShyIT	https://twitter.com/i/web/status/1285861747077849089
